date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:05:27	74508/74508	---M--	200	added ('OK')	font/woff2	etag:%2233c12cf-1230c-5d27c6c20be5a%22	https://2022.ieeeicme.org/assets/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-brands-400.woff2	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:27	129048/129048	---M--	200	added ('OK')	font/ttf	etag:%2233c12cd-1f818-5d27c6be90c2f%22	https://2022.ieeeicme.org/assets/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-brands-400.ttf	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:27	87352/87352	---M--	200	added ('OK')	font/woff	etag:%2233c12ce-15538-5d27c6c07f289%22	https://2022.ieeeicme.org/assets/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-brands-400.woff	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:27	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233c12d0-8654-5d27c6c2be5e5%22	https://2022.ieeeicme.org/assets/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-regular-400.eot	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:27	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233c12d0-8654-5d27c6c2be5e5%22	https://2022.ieeeicme.org/assets/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-regular-400d41d.eot	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:28	13580/13580	---M--	200	added ('OK')	font/woff2	etag:%2233c12d4-350c-5d27c6c652683%22	https://2022.ieeeicme.org/assets/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-regular-400.woff2	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:28	689922/689922	---M--	200	added ('OK')	image/svg+xml	etag:%2233c12cc-a8702-5d27c6bdadb47%22	https://2022.ieeeicme.org/assets/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-brands-400.svg	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:28	16804/16804	---M--	200	added ('OK')	font/woff	etag:%2233c12d3-41a4-5d27c6c5207db%22	https://2022.ieeeicme.org/assets/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-regular-400.woff	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:28	34092/34092	---M--	200	added ('OK')	font/ttf	etag:%2233c12d2-852c-5d27c6c46ccc9%22	https://2022.ieeeicme.org/assets/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-regular-400.ttf	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:28	144451/144451	---M--	200	added ('OK')	image/svg+xml	etag:%2233c12d1-23443-5d27c6c3f52ad%22	https://2022.ieeeicme.org/assets/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-regular-400.svg	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:29	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233c12d5-2ee74-5d27c6c730d32%22	https://2022.ieeeicme.org/assets/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-solid-900d41d.eot	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:29	75440/75440	---M--	200	added ('OK')	font/woff2	etag:%2233c12d9-126b0-5d27c6dd87b7e%22	https://2022.ieeeicme.org/assets/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-solid-900.woff2	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:29	98020/98020	---M--	200	added ('OK')	font/woff	etag:%2233c12d8-17ee4-5d27c6da47e91%22	https://2022.ieeeicme.org/assets/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-solid-900.woff	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:31	839388/839388	---M--	200	added ('OK')	image/svg+xml	etag:%2233c12d6-ccedc-5d27c6cf97837%22	https://2022.ieeeicme.org/assets/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-solid-900.svg	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:32	64602/64602	---M-Z	200	added ('OK')	text/css	etag:%2233c3936-fc5a-5e2c1a6ae2de4-gzip%22	https://2022.ieeeicme.org/assets/css/style_1.css	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/css/style_1.css	(from https://2022.ieeeicme.org/part1_1.php)
13:05:32	18291/18291	---M-Z	200	added ('OK')	text/html	etag:%2233c0555-4773-5e2be7e9390e5-gzip%22	https://2022.ieeeicme.org/index.html	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/index-2.html	(from https://2022.ieeeicme.org/part1_1.php)
13:05:32	192116/192116	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233c12d5-2ee74-5d27c6c730d32%22	https://2022.ieeeicme.org/assets/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/webfonts/fa-solid-900.eot	(from https://2022.ieeeicme.org/assets/css/fontawesome-all.min.css)
13:05:32	25619/25619	---M--	200	added ('OK')	image/png	etag:%2233c3598-6413-5d287202e3fec%22	https://2022.ieeeicme.org/assets/images/ICME2022_logo_sm.png	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/images/ICME2022_logo_sm.png	(from https://2022.ieeeicme.org/part1_1.php)
13:05:32	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2008%20Jul%202022%2007:35:33%20GMT	https://2022.ieeeicme.org/virtual	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/virtual	(from https://2022.ieeeicme.org/part1_1.php)
13:05:32	1710/1710	---M-Z	200	added ('OK')	application/javascript	etag:%2233c3947-6ae-5db3498d30cf1-gzip%22	https://2022.ieeeicme.org/assets/js/partials/regis_footer.js	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/js/partials/regis_footer.js	(from https://2022.ieeeicme.org/part1_1.php)
13:05:33	85578/85578	---M-Z	200	added ('OK')	application/javascript	etag:%22358232a-14e4a-5db3302a48965-gzip%22	https://2022.ieeeicme.org/assets/js/registration/jquery/jquery-2.2.4.min.js	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/assets/js/registration/jquery/jquery-2.2.4.min.js	(from https://2022.ieeeicme.org/part1_1.php)
13:05:33	3314/3314	---M-Z	200	added ('OK')	text/html	date:Fri,%2008%20Jul%202022%2007:35:34%20GMT	https://2022.ieeeicme.org/virtual/accounts/login/?next=/virtua/	C:/My%20Web%20Sites/my%20college%20project/2022.ieeeicme.org/virtual/accounts/login/index61c0.html	(from https://2022.ieeeicme.org/part1_1.php)
